id,timestamp,exchange,depth_buy_total,depth_sell_total,depth_imbalance_ratio,source,created_at
8135,2025-11-28 14:42:05,BANKNIFTY_MONTHLY,3815.0,4830.0,-0.11740890688259109,runtime,2025-11-28 14:42:06
8134,2025-11-28 14:42:01,NSE,61875.0,89550.0,-0.1827637444279346,runtime,2025-11-28 14:42:01
8133,2025-11-28 14:41:58,NSE,8025.0,6825.0,0.08080808080808081,runtime,2025-11-28 14:41:58
8132,2025-11-28 14:41:47,BSE,1120.0,1340.0,-0.08943089430894309,runtime,2025-11-28 14:41:47
8131,2025-11-28 14:41:31,BANKNIFTY_MONTHLY,3815.0,4305.0,-0.0603448275862069,runtime,2025-11-28 14:41:31
8130,2025-11-28 14:41:27,NSE,9750.0,8700.0,0.056910569105691054,runtime,2025-11-28 14:41:27
8129,2025-11-28 14:41:26,NSE,65025.0,97950.0,-0.20202485043718363,runtime,2025-11-28 14:41:26
8128,2025-11-28 14:41:16,BSE,1780.0,1460.0,0.09876543209876543,runtime,2025-11-28 14:41:17
8127,2025-11-28 14:40:51,BANKNIFTY_MONTHLY,3780.0,3535.0,0.03349282296650718,runtime,2025-11-28 14:40:51
8126,2025-11-28 14:39:43,BANKNIFTY_MONTHLY,3605.0,3885.0,-0.037383177570093455,runtime,2025-11-28 14:39:43
8125,2025-11-28 14:39:36,BSE,1340.0,2220.0,-0.24719101123595505,runtime,2025-11-28 14:39:36
8124,2025-11-28 14:39:30,NSE,7050.0,8850.0,-0.11320754716981132,runtime,2025-11-28 14:39:30
8123,2025-11-28 14:39:08,BANKNIFTY_MONTHLY,3990.0,3150.0,0.11764705882352941,runtime,2025-11-28 14:39:08
8122,2025-11-28 14:39:06,BSE,1500.0,1680.0,-0.05660377358490566,runtime,2025-11-28 14:39:06
8121,2025-11-28 14:39:01,NSE,67725.0,95775.0,-0.17155963302752295,runtime,2025-11-28 14:39:01
8120,2025-11-28 14:38:59,NSE,8925.0,9750.0,-0.04417670682730924,runtime,2025-11-28 14:38:59
8119,2025-11-28 14:38:34,BANKNIFTY_MONTHLY,4480.0,6335.0,-0.1715210355987055,runtime,2025-11-28 14:38:34
8118,2025-11-28 14:38:28,NSE,9375.0,9225.0,0.008064516129032258,runtime,2025-11-28 14:38:28
8117,2025-11-28 14:38:26,NSE,66975.0,86250.0,-0.12579539892315222,runtime,2025-11-28 14:38:26
8116,2025-11-28 14:37:58,NSE,9750.0,7650.0,0.1206896551724138,runtime,2025-11-28 14:37:58
8115,2025-11-28 14:37:48,BANKNIFTY_MONTHLY,4725.0,4025.0,0.08,runtime,2025-11-28 14:37:48
8114,2025-11-28 14:37:27,NSE,7500.0,6150.0,0.0989010989010989,runtime,2025-11-28 14:37:27
8113,2025-11-28 14:37:14,BANKNIFTY_MONTHLY,3745.0,3360.0,0.054187192118226604,runtime,2025-11-28 14:37:14
8112,2025-11-28 14:37:06,BSE,3060.0,1680.0,0.2911392405063291,runtime,2025-11-28 14:37:06
8111,2025-11-28 14:36:56,NSE,8925.0,9600.0,-0.03643724696356275,runtime,2025-11-28 14:36:56
8110,2025-11-28 14:36:40,BANKNIFTY_MONTHLY,3640.0,3500.0,0.0196078431372549,runtime,2025-11-28 14:36:40
8109,2025-11-28 14:36:36,BSE,1140.0,1300.0,-0.06557377049180328,runtime,2025-11-28 14:36:36
8108,2025-11-28 14:36:26,NSE,11100.0,9900.0,0.05714285714285714,runtime,2025-11-28 14:36:26
8106,2025-11-28 14:36:06,BANKNIFTY_MONTHLY,4340.0,3430.0,0.11711711711711711,runtime,2025-11-28 14:36:06
8107,2025-11-28 14:36:06,BSE,1740.0,1700.0,0.011627906976744186,runtime,2025-11-28 14:36:06
